bug_id,dimension,item_code,item_text,human_value,human_confidence,human_notes
Closure-76,RootCauseEvidence,RC3,The causal chain from the root cause to the observed failure is articulated clearly enough that a developer could verify it.,,,
Closure-76,HiddenReproducibility,H1,"The report describes a specific, concrete scenario from which complete and unambiguous reproduction steps can be directly derived — the steps must be fully determinable, not merely suggested or partially implied.",,,
Closure-76,ImpactScope,I1,"A specific subsystem, module, class, or code concept likely affected by the bug is identifiable from the report — not just a broad functional area.",,,
Closure-76,ImpactScope,I2,The report distinguishes between where the symptom manifests and where the underlying defect likely resides.,,,
Closure-76,ImpactScope,I3,Multiple impacted areas or cross-cutting concerns are identified with enough specificity to understand the scope of a fix.,,,
Closure-76,ImpactScope,I4,"The report names three or more distinct technical concepts, classes, methods, or components that are relevant to understanding or fixing the bug.",,,
Closure-82,Actionability,A1,The report describes observable faulty behavior with enough detail to distinguish it from normal or expected behavior.,,,
Closure-82,Actionability,A2,"The affected class, method, API, or code path is specifically identified — not just a general feature area or subsystem.",,,
Closure-82,Actionability,A3,"The report includes concrete debugging artifacts (stack traces, error messages, code snippets, or logs) that directly implicate the fault location.",,,
Closure-82,Actionability,A4,"A developer could immediately attempt to reproduce or investigate the bug using only the information in this report, without needing clarification.",,,
Closure-82,Actionability,A5,"The report pinpoints a specific module, class, or component precisely enough that a developer would know where to start reading code.",,,
Closure-82,Clarity,C1,The report is written with enough precision that a developer unfamiliar with the codebase could understand the failure scenario without guessing.,,,
Closure-82,Clarity,C2,The problem is described precisely enough that a developer could write a failing test case without asking for clarification.,,,
Closure-82,Clarity,C3,The sequence of events or conditions leading to the failure is presented unambiguously — a reader cannot construct multiple different interpretations.,,,
Closure-82,Clarity,C4,"All referenced entities, components, or behaviors are identified precisely enough that a developer could locate them in the codebase without prior knowledge of this specific bug.",,,
Closure-82,Clarity,C5,Technical terminology is used accurately and consistently such that a developer would not be misled about the nature or location of the fault.,,,
Closure-82,Specificity,S1,"Specific inputs, conditions, or triggering events are described concretely enough to be directly used in a test case.",,,
Closure-82,Specificity,S2,"Concrete, ordered reproduction steps are provided that could be followed without prior knowledge of the system.",,,
Closure-82,Specificity,S3,Relevant environment or version information is included and specific enough to rule out version-related ambiguity.,,,
Closure-82,Specificity,S4,"Specific outputs, failures, exceptions, or error messages are reported verbatim or with enough detail to identify the exact failure mode.",,,
Closure-82,Specificity,S5,The report contains details that uniquely identify this issue and distinguish it from superficially similar bugs.,,,
Closure-82,Reproducibility,R1,The expected behavior is explicitly stated in a way that serves as a concrete correctness criterion.,,,
Closure-82,Reproducibility,R2,The observed behavior is explicitly stated with enough detail to recognize the failure when encountered.,,,
Closure-82,Reproducibility,R3,The discrepancy between expected and observed behavior is unambiguously identifiable from the report alone.,,,
Closure-82,Reproducibility,R4,The reported reproduction steps are complete and sufficient to attempt reproduction without additional investigation.,,,
Closure-82,Reproducibility,R5,Required environmental conditions or dependencies are documented specifically enough to set up the reproduction environment.,,,
Closure-82,ReasoningQuality,Q1,The report explicitly proposes a specific potential cause or explanation — not just a symptom description.,,,
Closure-82,ReasoningQuality,Q2,The proposed explanation is directly and specifically linked to observed symptoms with a plausible causal mechanism.,,,
Closure-82,ReasoningQuality,Q3,"The report provides concrete evidence (code references, traces, logs, or data) that supports the proposed explanation.",,,
Closure-82,ReasoningQuality,Q4,The explanation is internally coherent and logically consistent — it does not contradict other information in the report.,,,
Closure-82,ReasoningQuality,Q5,"The explanation references specific technical artifacts (exact log lines, specific method names, concrete code locations, or configuration values).",,,
Closure-82,TechnicalContext,T1,"Specific classes, methods, files, or APIs are named — not just described in general terms.",,,
